Region,Province,Municipality,Date,Tmin,Tmax,Relative_Humidity,Rainfall,Dew_Point,Solar_Radiation,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Nueva Ecija,Cabanatuan City,2022-05-03,22.0,30.8,73.0,2.2,21.0,226.4,Seedling,0,0.0,0.11
III,Nueva Ecija,Cabanatuan City,2022-05-04,22.9,32.3,71.8,0.0,22.0,230.3,Seedling,0,0.02,0.09
III,Nueva Ecija,Cabanatuan City,2022-05-05,22.4,32.5,71.4,0.0,21.7,232.0,Seedling,0,0.16,0.15
III,Nueva Ecija,Cabanatuan City,2022-05-06,22.8,34.0,72.1,0.0,22.8,234.4,Seedling,0,0.12,0.01
III,Nueva Ecija,Cabanatuan City,2022-05-07,23.6,33.8,68.2,0.0,22.3,243.9,Seedling,0,0.0,0.02
III,Nueva Ecija,Cabanatuan City,2022-05-08,23.4,34.1,75.5,4.2,23.8,229.7,Seedling,0,0.02,0.11
III,Nueva Ecija,Cabanatuan City,2022-05-09,23.2,35.2,67.0,0.0,22.6,230.5,Seedling,0,0.09,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-10,23.3,34.1,72.9,16.5,23.3,214.4,Seedling,0,0.06,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-11,23.9,34.0,66.8,0.0,22.3,226.5,Seedling,0,0.09,0.09
III,Nueva Ecija,Cabanatuan City,2022-05-12,22.9,34.7,68.9,6.1,22.6,225.0,Seedling,0,0.04,0.06
III,Nueva Ecija,Cabanatuan City,2022-05-13,24.3,35.3,66.1,0.0,23.0,221.2,Seedling,0,0.07,0.18
III,Nueva Ecija,Cabanatuan City,2022-05-14,23.9,33.4,64.2,0.0,21.5,228.9,Seedling,0,0.13,0.07
III,Nueva Ecija,Cabanatuan City,2022-05-15,22.8,32.1,70.4,4.7,21.5,220.0,Seedling,0,0.13,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-16,22.2,33.0,66.9,0.0,21.0,224.6,Seedling,0,0.02,0.01
III,Nueva Ecija,Cabanatuan City,2022-05-17,22.4,33.7,65.7,0.0,21.1,236.2,Seedling,0,0.22,0.28
III,Nueva Ecija,Cabanatuan City,2022-05-18,22.6,35.2,71.1,0.0,22.9,236.9,Seedling,0,0.17,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-19,22.8,34.63333333333333,65.4,0.0,22.2,240.5,Seedling,0,0.09,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-20,23.7,34.06666666666667,66.0,0.0,22.5,226.7,Seedling,0,0.13,0.06
III,Nueva Ecija,Cabanatuan City,2022-05-21,23.4,33.5,63.2,0.0,21.1,242.4,Seedling,0,0.05,0.16
III,Nueva Ecija,Cabanatuan City,2022-05-22,23.3,33.4,63.7,0.0,21.1,228.1,Seedling,0,0.12,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-23,22.6,32.3,69.6,0.0,21.4,223.5,Seedling,0,0.0,0.09
III,Nueva Ecija,Cabanatuan City,2022-05-24,22.0,32.2,76.7,13.0,22.4,227.9,Seedling,0,0.09,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-25,22.4,32.9,75.7,19.0,22.8,217.3,Seedling,0,0.08,0.02
III,Nueva Ecija,Cabanatuan City,2022-05-26,22.9,34.2,73.0,0.0,23.2,222.7,Seedling,0,0.0,0.21
III,Nueva Ecija,Cabanatuan City,2022-05-27,23.2,34.4,74.3,0.0,23.7,214.1,Seedling,0,0.0,0.1
III,Nueva Ecija,Cabanatuan City,2022-05-28,23.2,32.3,71.3,0.0,22.0,223.2,Seedling,0,0.05,0.1
III,Nueva Ecija,Cabanatuan City,2022-05-29,23.5,32.8,71.8,0.0,22.5,221.6,Seedling,0,0.06,0.27
III,Nueva Ecija,Cabanatuan City,2022-05-30,24.5,34.0,70.3,0.0,23.3,222.8,Seedling,0,0.0,0.11
III,Nueva Ecija,Cabanatuan City,2022-05-31,25.3,31.8,75.4,9.3,23.6,223.7,Seedling,0,0.0,0.1
III,Nueva Ecija,Cabanatuan City,2022-06-01,24.0,32.0,75.7,17.7,23.1,201.8,Seedling,0,0.08,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-02,23.5,31.7,72.9,12.0,22.2,215.3,Seedling,0,0.0,0.02
III,Nueva Ecija,Cabanatuan City,2022-06-03,23.5,33.6,68.2,0.0,22.25,220.2,Seedling,0,0.18,0.08
III,Nueva Ecija,Cabanatuan City,2022-06-04,23.0,33.2,64.5,0.0,22.3,220.2,Seedling,0,0.04,0.07
III,Nueva Ecija,Cabanatuan City,2022-06-05,23.1,34.4,71.1,5.4,22.35,227.4,Seedling,0,0.17,0.06
III,Nueva Ecija,Cabanatuan City,2022-06-06,22.5,32.3,69.1,14.3,22.4,224.2,Seedling,0,0.14,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-07,23.1,33.3,69.9,0.0,22.45,227.4,Seedling,0,0.07,0.26
III,Nueva Ecija,Cabanatuan City,2022-06-08,23.5,33.6,69.7,0.0,22.5,221.4,Seedling,12,1.12,0.09
III,Nueva Ecija,Cabanatuan City,2022-06-09,23.2,32.1,74.5,14.7,22.5,208.9,Seedling,4,0.05,0.06
III,Nueva Ecija,Cabanatuan City,2022-06-10,23.5,30.3,75.0,60.8,21.9,172.5,Seedling,6,0.42,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-11,24.7,33.5,76.4,5.5,24.4,214.2,Seedling,3,0.14,0.05
III,Nueva Ecija,Cabanatuan City,2022-06-12,24.7,34.6,71.1,0.0,23.9,223.5,Seedling,5,0.0,0.03
III,Nueva Ecija,Cabanatuan City,2022-06-13,24.7,34.5,67.8,0.0,23.2,223.9,Seedling,8,1.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-14,24.5,33.7,67.7,0.0,22.6,222.6,Seedling,5,0.0,0.03
III,Nueva Ecija,Cabanatuan City,2022-06-15,23.5,31.0,72.7,7.1,21.8,205.8,Seedling,4,1.16,0.03
III,Nueva Ecija,Cabanatuan City,2022-06-16,23.1,33.0,68.0,0.0,21.6,227.7,Seedling,3,0.19,0.36
III,Nueva Ecija,Cabanatuan City,2022-06-17,23.7,34.2,72.5,0.0,23.5,225.6,Seedling,2,0.0,0.08
III,Nueva Ecija,Cabanatuan City,2022-06-18,24.0,32.7,74.4,0.0,23.2,222.7,Seedling,4,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-19,23.4,33.6,77.1,0.0,23.9,216.8,Seedling,4,0.83,0.06
III,Nueva Ecija,Cabanatuan City,2022-06-20,22.8,33.1,74.2,0.0,22.8,218.3,Seedling,4,0.2,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-21,23.2,34.6,76.2,0.0,24.1,235.3,Seedling,4,0.87,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-22,22.0,34.1,80.2,3.1,24.1,229.3,Seedling,11,1.21,0.1
III,Nueva Ecija,Cabanatuan City,2022-06-23,22.1,34.7,71.7,0.0,22.7,208.2,Seedling,9,0.27,0.17
III,Nueva Ecija,Cabanatuan City,2022-06-24,22.9,32.7,70.8,0.0,22.0,228.2,Tillering,24,1.71,0.09
III,Nueva Ecija,Cabanatuan City,2022-06-25,22.7,32.0,73.5,4.4,22.0,202.7,Tillering,18,1.03,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-26,22.5,33.1,70.6,0.0,21.9,219.6,Tillering,18,0.98,0.18
III,Nueva Ecija,Cabanatuan City,2022-06-27,21.5,30.8,77.1,47.6,21.6,189.6,Tillering,23,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-28,22.4,33.7,70.5,0.0,22.2,235.7,Tillering,21,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-29,22.2,34.0,69.0,0.0,21.9,220.3,Tillering,25,0.77,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-30,21.7,34.8,74.8,4.2,23.2,218.3,Tillering,27,0.01,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-01,22.4,34.1,77.0,16.7,23.6,218.2,Tillering,23,0.92,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-02,22.6,34.8,73.0,0.0,23.3,221.8,Tillering,20,1.33,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-03,21.7,34.4,74.4,0.0,22.9,213.1,Tillering,24,1.59,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-04,22.3,34.9,77.8,2.2,24.2,219.1,Tillering,22,0.0,0.07
III,Nueva Ecija,Cabanatuan City,2022-07-05,23.5,34.5,79.6,11.3,24.9,213.0,Tillering,25,0.55,0.06
III,Nueva Ecija,Cabanatuan City,2022-07-06,23.5,34.3,80.4,0.0,25.0,233.0,Tillering,25,1.21,0.12
III,Nueva Ecija,Cabanatuan City,2022-07-07,24.6,34.3,82.8,7.5,26.0,209.1,Tillering,34,1.66,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-08,25.1,33.6,81.4,1.6,25.6,210.5,Tillering,28,1.31,0.12
III,Nueva Ecija,Cabanatuan City,2022-07-09,25.0,34.4,76.8,0.0,25.1,228.8,Tillering,40,2.17,0.04
III,Nueva Ecija,Cabanatuan City,2022-07-10,24.2,33.3,75.5,0.0,23.8,226.9,Tillering,28,2.01,0.02
III,Nueva Ecija,Cabanatuan City,2022-07-11,23.4,34.4,79.7,4.7,24.8,216.4,Tillering,40,1.95,0.14
III,Nueva Ecija,Cabanatuan City,2022-07-12,22.8,32.6,81.7,5.9,24.0,214.5,Tillering,45,1.94,0.04
III,Nueva Ecija,Cabanatuan City,2022-07-13,23.0,32.6,78.7,4.7,23.5,209.1,Tillering,57,1.28,0.02
III,Nueva Ecija,Cabanatuan City,2022-07-14,22.5,33.8,73.0,0.0,22.8,221.8,Tillering,46,1.25,0.06
III,Nueva Ecija,Cabanatuan City,2022-07-15,22.9,33.3,81.2,8.4,24.3,218.7,Tillering,44,0.67,0.2
III,Nueva Ecija,Cabanatuan City,2022-07-16,23.2,32.3,78.8,32.0,23.5,189.1,Tillering,51,0.36,0.08
III,Nueva Ecija,Cabanatuan City,2022-07-17,23.9,32.5,81.6,4.8,24.5,213.7,Tillering,59,1.24,0.21
III,Nueva Ecija,Cabanatuan City,2022-07-18,24.5,33.4,76.4,0.0,24.2,216.9,Tillering,53,1.48,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-19,24.3,34.0,80.4,9.7,25.2,205.9,Elongation,50,0.67,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-20,24.6,34.8,78.6,3.6,25.4,205.1,Elongation,36,1.59,0.14
III,Nueva Ecija,Cabanatuan City,2022-07-21,24.2,35.3,75.6,0.0,24.9,218.1,Elongation,29,1.41,0.09
III,Nueva Ecija,Cabanatuan City,2022-07-22,24.2,35.0,79.6,2.8,25.5,214.7,Elongation,30,1.39,0.14
III,Nueva Ecija,Cabanatuan City,2022-07-23,23.2,35.9,80.1,5.859999999999999,25.6,221.9,Elongation,31,1.55,0.13
III,Nueva Ecija,Cabanatuan City,2022-07-24,23.7,34.8,78.6,8.92,25.0,220.5,Elongation,31,2.22,0.17
III,Nueva Ecija,Cabanatuan City,2022-07-25,24.1,33.7,73.0,11.98,23.5,205.9,Elongation,32,2.06,0.08
III,Nueva Ecija,Cabanatuan City,2022-07-26,23.2,33.8,76.5,15.04,23.8,209.2,Elongation,33,2.84,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-27,23.1,33.9,79.6,18.1,24.4,200.6,Elongation,33,1.75,0.15
III,Nueva Ecija,Cabanatuan City,2022-07-28,23.0,35.5,77.2,0.0,24.7,212.9,Elongation,34,3.11,0.12
III,Nueva Ecija,Cabanatuan City,2022-07-29,23.5,34.3,82.1,5.3,25.3,230.9,Elongation,18,3.54,0.04
III,Nueva Ecija,Cabanatuan City,2022-07-30,24.0,35.2,80.9,0.0,25.8,197.9,Elongation,21,5.1,0.09
III,Nueva Ecija,Cabanatuan City,2022-07-31,22.9,36.0,82.3,0.0,25.9,202.8,Elongation,27,5.51,0.15
III,Nueva Ecija,Cabanatuan City,2022-08-01,23.16,35.6,80.5,0.0,25.9,214.0,Elongation,28,6.87,0.18
III,Nueva Ecija,Cabanatuan City,2022-08-02,23.419999999999998,33.3,81.7,4.1,25.0,208.5,Elongation,24,5.54,0.09
III,Nueva Ecija,Cabanatuan City,2022-08-03,23.68,33.8,80.9,10.2,24.9,221.7,Elongation,30,4.77,0.08
III,Nueva Ecija,Cabanatuan City,2022-08-04,23.939999999999998,36.2,77.2,0.0,25.4,218.0,Elongation,31,6.18,0.08
III,Nueva Ecija,Cabanatuan City,2022-08-05,24.2,33.3,75.3,0.0,23.8,208.7,Elongation,27,4.31,0.2
III,Nueva Ecija,Cabanatuan City,2022-08-06,24.0,33.1,78.2,5.5,24.2,221.7,Elongation,17,3.49,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-07,22.6,33.7,79.7,5.5,24.1,205.7,Elongation,17,3.22,0.04
III,Nueva Ecija,Cabanatuan City,2022-08-08,23.2,35.2,76.7,0.0,24.5,209.6,Panicle,12,0.17,5.63
III,Nueva Ecija,Cabanatuan City,2022-08-09,23.5,36.3,77.9,5.1,25.5,219.5,Panicle,16,0.2,4.91
III,Nueva Ecija,Cabanatuan City,2022-08-10,24.1,36.0,74.1,0.0,24.9,224.8,Panicle,12,0.07,6.7
III,Nueva Ecija,Cabanatuan City,2022-08-11,22.9,35.0,71.2,0.0,23.2,220.0,Panicle,10,0.18,6.98
III,Nueva Ecija,Cabanatuan City,2022-08-12,22.4,33.4,80.9,9.2,24.1,213.6,Panicle,8,0.17,6.0
III,Nueva Ecija,Cabanatuan City,2022-08-13,23.5,33.7,81.4,0.0,24.9,222.1,Panicle,7,0.18,6.13
III,Nueva Ecija,Cabanatuan City,2022-08-14,23.2,30.8,83.7,86.7,23.7,148.9,Panicle,5,0.09,2.41
III,Nueva Ecija,Cabanatuan City,2022-08-15,22.9,33.5,78.8,0.0,24.0,219.3,Panicle,3,0.14,0.51
III,Nueva Ecija,Cabanatuan City,2022-08-16,22.4,31.9,83.4,19.6,23.8,197.3,Panicle,3,0.05,1.65
III,Nueva Ecija,Cabanatuan City,2022-08-17,23.4,33.6,78.4,0.0,24.2,210.1,Panicle,4,0.15,0.83
III,Nueva Ecija,Cabanatuan City,2022-08-18,24.3,33.5,76.7,0.0,24.2,218.5,Panicle,3,0.05,0.83
III,Nueva Ecija,Cabanatuan City,2022-08-19,24.0,32.0,82.6,34.3,24.5,187.0,Panicle,3,0.03,1.19
III,Nueva Ecija,Cabanatuan City,2022-08-20,24.4,33.1,86.2,24.45,26.0,207.8,Panicle,7,0.12,1.38
III,Nueva Ecija,Cabanatuan City,2022-08-21,23.5,33.7,84.9,14.6,25.6,199.0,Panicle,10,0.08,0.45
III,Nueva Ecija,Cabanatuan City,2022-08-22,24.2,36.0,80.3,0.0,26.2,222.8,Panicle,12,0.03,1.96
III,Nueva Ecija,Cabanatuan City,2022-08-23,23.4,35.9,76.6,0.0,25.0,206.4,Panicle,14,0.13,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-24,24.1,34.3,79.9,12.5,25.2,208.3,Flowering,5,0.0,1.37
III,Nueva Ecija,Cabanatuan City,2022-08-25,24.5,34.1,76.3,0.0,24.6,220.6,Flowering,6,0.03166666666666667,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-26,23.9,33.0,77.3,8.5,23.9,220.13333333333333,Flowering,8,0.06333333333333334,0.18
III,Nueva Ecija,Cabanatuan City,2022-08-27,22.6,32.7,74.1,0.0,22.5,219.66666666666666,Flowering,2,0.095,0.44
III,Nueva Ecija,Cabanatuan City,2022-08-28,22.6,34.5,76.2,0.0,23.8,219.2,Flowering,2,0.12666666666666668,0.93
III,Nueva Ecija,Cabanatuan City,2022-08-29,22.2,33.8,81.7,5.9,24.3,218.73333333333335,Flowering,3,0.15833333333333335,0.34
III,Nueva Ecija,Cabanatuan City,2022-08-30,23.3,32.7,81.1,5.0,24.2,218.26666666666668,Flowering,3,0.19,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-31,24.3,33.1,82.6,2.1,25.2,217.8,Flowering,1,0.07,1.26
III,Nueva Ecija,Cabanatuan City,2022-09-01,23.3,34.3,78.6,0.0,24.5,216.3,Flowering,3,0.17,0.61
III,Nueva Ecija,Cabanatuan City,2022-09-02,23.1,36.1,81.8,2.9,26.0,210.1,Flowering,2,0.0,0.82
III,Nueva Ecija,Cabanatuan City,2022-09-03,23.5,36.6,80.2,0.0,26.1,213.0,Flowering,2,0.16,1.6
III,Nueva Ecija,Cabanatuan City,2022-09-04,24.1,35.7,81.0,8.2,26.1,201.2,Flowering,1,0.08,2.4
III,Nueva Ecija,Cabanatuan City,2022-09-05,23.5,37.2,78.6,0.0,26.1,212.8,Flowering,0,0.03,1.06
III,Nueva Ecija,Cabanatuan City,2022-09-06,23.9,36.6,80.0,10.1,26.2,190.9,Flowering,3,0.09,3.27
III,Nueva Ecija,Cabanatuan City,2022-09-07,22.6,35.3,80.8,18.9,25.1,192.6,Flowering,1,0.08,2.08
III,Nueva Ecija,Cabanatuan City,2022-09-08,21.7,36.5,82.5,0.0,25.6,215.0,Ripening,0,0.0,3.69
III,Nueva Ecija,Cabanatuan City,2022-09-09,22.0,34.5,86.2,14.2,25.5,202.4,Ripening,1,0.09,4.82
III,Nueva Ecija,Cabanatuan City,2022-09-10,22.4,33.5,83.4,10.6,24.6,204.8,Ripening,4,0.02,3.32
III,Nueva Ecija,Cabanatuan City,2022-09-11,23.3,33.8,83.5,10.4,25.2,203.1,Ripening,4,0.08,3.33
III,Nueva Ecija,Cabanatuan City,2022-09-12,23.2,34.5,83.6,4.6,25.6,213.4,Ripening,5,0.05,3.71
III,Nueva Ecija,Cabanatuan City,2022-09-13,24.4,34.6,80.1,22.0,25.5,193.3,Ripening,2,0.05,4.71
III,Nueva Ecija,Cabanatuan City,2022-09-14,24.5,36.1,81.3,12.3,26.6,200.2,Ripening,6,0.06,4.78
III,Nueva Ecija,Cabanatuan City,2022-09-15,24.6,33.7,76.5,9.9,24.5,209.2,Ripening,3,0.12,3.46
III,Nueva Ecija,Cabanatuan City,2022-09-16,23.4,33.3,80.1,65.2,24.4,175.8,Ripening,3,0.08,2.96
III,Nueva Ecija,Cabanatuan City,2022-09-17,23.5,34.4,81.4,23.8,25.2,189.4,Ripening,3,0.14,3.43
III,Nueva Ecija,Cabanatuan City,2022-09-18,23.9,35.7,72.5,1.0,24.3,233.5,Ripening,3,0.06,1.99
III,Nueva Ecija,Cabanatuan City,2022-09-19,22.8,35.7,76.6,8.1,24.6,222.2,Ripening,0,0.04,2.66
III,Nueva Ecija,Cabanatuan City,2022-09-20,23.2,35.0,77.7,2.8,24.6,216.6,Ripening,1,0.13,2.87
III,Nueva Ecija,Cabanatuan City,2022-09-21,23.6,34.2,80.1,5.2,24.9,214.5,Ripening,5,0.11,1.46
III,Nueva Ecija,Cabanatuan City,2022-09-22,24.1,34.4,78.8,6.0,25.0,208.8,Ripening,1,0.06,0.0
III,Nueva Ecija,Cabanatuan City,2022-09-23,24.8,35.2,77.0,4.5,25.4,206.2,Ripening,1,0.06,0.46
III,Nueva Ecija,Cabanatuan City,2022-09-24,23.6,35.0,77.7,3.1,24.8,223.3,Ripening,0,0.05,1.32
III,Nueva Ecija,Cabanatuan City,2022-09-25,24.3,33.4,78.8,45.6,24.6,176.6,Ripening,0,0.09,1.54
III,Nueva Ecija,Cabanatuan City,2022-09-26,25.4,34.5,75.1,0.0,25.0,213.9,Ripening,0,0.05,2.0
III,Nueva Ecija,Cabanatuan City,2022-09-27,24.7,34.1,81.7,15.6,25.7,210.5,Ripening,0,0.04,1.57
III,Nueva Ecija,Cabanatuan City,2022-09-28,24.0,36.1,81.0,6.8,26.2,207.5,Ripening,1,0.05,0.8
III,Nueva Ecija,Cabanatuan City,2022-09-29,23.9,32.9,80.5,86.6,24.5,170.2,Ripening,1,0.06,2.28
III,Nueva Ecija,Cabanatuan City,2022-09-30,23.0,34.4,80.7,8.9,24.8,211.3,Ripening,0,0.06,0.29
III,Nueva Ecija,Cabanatuan City,2022-10-01,24.0,33.8,78.8,0.0,24.7,214.9,Ripening,0,0.0,1.74
III,Nueva Ecija,Cabanatuan City,2022-10-02,24.1,33.6,80.7,11.4,25.0,200.7,Ripening,0,0.11,0.37
III,Nueva Ecija,Cabanatuan City,2022-10-03,24.6,35.5,77.1,0.5,25.5,217.3,Ripening,0,0.12,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-04,22.8,34.4,77.2,1.0,24.0,218.7,Ripening,0,0.16,0.08
III,Nueva Ecija,Cabanatuan City,2022-10-05,23.2,33.3,81.9,13.7,24.6,211.3,Ripening,0,0.08,0.04
III,Nueva Ecija,Cabanatuan City,2022-10-06,24.4,35.2,77.4,0.0,25.3,209.0,Ripening,0,0.16,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-07,23.7,36.0,78.0,0.0,25.5,207.7,Ripening,0,0.0,0.1
III,Nueva Ecija,Cabanatuan City,2022-10-08,23.9,34.4,82.5,16.9,25.2,203.8,Ripening,0,0.09,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-09,23.8,34.0,77.6,0.0,24.9,216.1,Ripening,0,0.06,0.1
III,Nueva Ecija,Cabanatuan City,2022-10-10,21.8,32.4,81.2,0.0,24.6,222.5,Ripening,0,0.12,0.01
III,Nueva Ecija,Cabanatuan City,2022-10-11,21.5,32.6,81.5,1.5,24.3,216.2,Ripening,0,0.11,0.23
III,Nueva Ecija,Cabanatuan City,2022-10-12,21.6,33.7,81.6,3.6,24.0,203.3,Ripening,0,0.08,0.01
III,Nueva Ecija,Cabanatuan City,2022-10-13,21.5,33.5,79.8,19.8,23.5,205.1,Ripening,0,0.17,0.01
III,Nueva Ecija,Cabanatuan City,2022-10-14,23.4,34.9,81.1,1.2,25.4,219.6,Ripening,0,0.0,0.05
III,Nueva Ecija,Cabanatuan City,2022-10-15,22.7,32.2,78.5,48.7,23.2,181.1,Ripening,0,0.04,0.06
III,Nueva Ecija,Cabanatuan City,2022-10-16,23.2,33.1,76.9,0.0,23.5,227.6,Ripening,0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-17,24.4,32.8,75.6,0.0,23.7,233.4,Ripening,0,0.15,0.07
III,Nueva Ecija,Cabanatuan City,2022-10-18,25.4,31.8,81.9,13.0,25.0,224.7,Ripening,0,0.09,0.19
III,Nueva Ecija,Cabanatuan City,2022-10-19,24.8,33.9,76.6,0.0,24.7,230.7,Ripening,0,0.09,0.06
III,Nueva Ecija,Cabanatuan City,2022-10-20,23.3,33.5,80.6,4.6,24.5,209.6,Ripening,0,0.05,0.03
III,Nueva Ecija,Cabanatuan City,2022-10-21,23.3,33.4,81.0,3.8,24.6,213.4,Ripening,0,0.15,0.27
III,Nueva Ecija,Cabanatuan City,2022-10-22,23.5,34.0,80.4,9.3,24.8,211.5,Ripening,1,0.08,0.11
III,Nueva Ecija,Cabanatuan City,2022-10-23,23.4,33.3,79.3,1.6,24.2,234.6,Ripening,0,0.0,0.15
III,Nueva Ecija,Cabanatuan City,2022-10-24,23.1,34.9,79.9,5.5,25.0,230.15,Ripening,0,0.08,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-25,24.1,34.4,75.9,0.0,24.4,225.7,Ripening,0,0.0,0.07
III,Nueva Ecija,Cabanatuan City,2022-10-26,24.2,35.0,77.8,0.6,25.2,221.25,Ripening,0,0.0,0.22
III,Nueva Ecija,Cabanatuan City,2022-10-27,24.4,34.4,82.6,1.5,25.9,216.8,Ripening,0,0.04,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-28,23.6,36.5,80.89999999999999,0.0,25.8,227.8,Ripening,0,0.24,0.13
III,Nueva Ecija,Cabanatuan City,2022-10-29,23.9,34.7,79.19999999999999,0.0,24.9,210.5,Ripening,0,0.04,0.11
III,Nueva Ecija,Cabanatuan City,2022-10-30,22.8,34.8,77.5,7.2,25.0,207.1,Ripening,0,0.17,0.15
III,Nueva Ecija,Cabanatuan City,2022-10-31,23.2,34.4,75.8,19.5,24.6,206.7,Seedling,0,0.18,0.04
III,Nueva Ecija,Cabanatuan City,2022-11-01,23.1,35.7,74.1,0.0,24.2,223.1,Seedling,0,0.0,0.16
III,Nueva Ecija,Cabanatuan City,2022-11-02,22.3,34.9,74.3,0.0,23.5,225.3,Seedling,0,0.09,0.17
III,Nueva Ecija,Cabanatuan City,2022-11-03,21.7,36.2,81.1,4.8,25.2,220.7,Seedling,0,0.06,0.01
III,Nueva Ecija,Cabanatuan City,2022-11-04,22.8,36.1,74.7,0.0,24.4,222.9,Seedling,0,0.13,0.01
III,Nueva Ecija,Cabanatuan City,2022-11-05,22.7,35.5,81.5,3.1,25.4,212.7,Seedling,0,0.08,0.03
III,Nueva Ecija,Cabanatuan City,2022-11-06,23.3,35.9,75.0,0.0,24.6,230.6,Seedling,0,0.0,0.22
III,Nueva Ecija,Cabanatuan City,2022-11-07,23.6,34.1,74.9,0.0,23.8,214.1,Seedling,0,0.07,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-08,23.4,33.9,75.7,0.0,23.8,220.4,Seedling,0,0.04,0.06
III,Nueva Ecija,Cabanatuan City,2022-11-09,23.3,34.6,80.3,4.55,25.0,185.2,Seedling,0,0.14,0.17
III,Nueva Ecija,Cabanatuan City,2022-11-10,23.3,35.9,78.1,9.1,25.2,242.6,Seedling,0,0.04,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-11,21.9,34.1,79.6,13.649999999999999,23.9,197.2,Seedling,0,0.02,0.2
III,Nueva Ecija,Cabanatuan City,2022-11-12,21.2,34.7,78.3,18.2,23.6,207.4,Seedling,0,0.03,0.06
III,Nueva Ecija,Cabanatuan City,2022-11-13,20.9,35.5,79.8,4.3,24.2,201.0,Seedling,0,0.15,0.14
III,Nueva Ecija,Cabanatuan City,2022-11-14,22.7,34.6,81.4,6.4,24.9,224.1,Seedling,0,0.07,0.04
III,Nueva Ecija,Cabanatuan City,2022-11-15,23.8,35.1,75.7,0.0,24.6,221.2,Seedling,0,0.0,0.15
III,Nueva Ecija,Cabanatuan City,2022-11-16,24.6,33.5,72.2,0.0,23.5,211.7,Seedling,0,0.04,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-17,24.1,34.4,77.7,0.0,24.8,216.8,Seedling,0,0.14,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-18,23.4,35.3,79.7,4.7,25.3,211.0,Seedling,0,0.2,0.07
III,Nueva Ecija,Cabanatuan City,2022-11-19,23.4,34.9,77.4,10.6,24.6,215.3,Seedling,0,0.0,0.18
III,Nueva Ecija,Cabanatuan City,2022-11-20,23.7,35.4,71.2,0.0,23.8,234.0,Seedling,0,0.0,0.3
III,Nueva Ecija,Cabanatuan City,2022-11-21,23.8,34.3,69.0,0.0,22.8,209.7,Seedling,0,0.02,0.25
III,Nueva Ecija,Cabanatuan City,2022-11-22,23.1,34.1,70.9,0.0,22.8,234.4,Seedling,0,0.02,0.16
III,Nueva Ecija,Cabanatuan City,2022-11-23,22.0,33.5,72.7,0.5,22.3,219.4,Seedling,0,0.12,0.08
III,Nueva Ecija,Cabanatuan City,2022-11-24,22.5,34.2,75.7,0.0,23.5,219.6,Seedling,0,0.17,0.21
III,Nueva Ecija,Cabanatuan City,2022-11-25,22.4,34.8,73.0,0.0,23.2,217.3,Seedling,0,0.11,0.04
III,Nueva Ecija,Cabanatuan City,2022-11-26,22.6,33.9,73.8,0.0,23.0,214.8,Seedling,0,0.04,0.02
III,Nueva Ecija,Cabanatuan City,2022-11-27,23.7,33.6,73.7,5.0,23.4,210.4,Seedling,0,0.06,0.14
