Region,Province,Municipality,Date,Tmin,Tmax,Relative_Humidity,Rainfall,Dew_Point,Solar_Radiation
III,Nueva Ecija,Cabanatuan City,2021-05-07,22.8,33.6,68.9,0.0,22.0,229.8
III,Nueva Ecija,Cabanatuan City,2021-05-08,22.5,35.3,68.1,0.0,22.5,230.1
III,Nueva Ecija,Cabanatuan City,2021-05-09,22.0,34.5,65.3,0.0,21.3,225.6
III,Nueva Ecija,Cabanatuan City,2021-05-10,21.3,34.1,68.2,0.0,21.3,236.9
III,Nueva Ecija,Cabanatuan City,2021-05-11,21.4,32.8,66.7,0.0,20.4,233.4
III,Nueva Ecija,Cabanatuan City,2021-05-12,21.5,33.2,70.0,0.0,21.4,235.8
III,Nueva Ecija,Cabanatuan City,2021-05-13,22.6,31.7,70.2,0.0,21.2,234.8
III,Nueva Ecija,Cabanatuan City,2021-05-14,22.1,32.7,71.0,5.1,21.6,225.6
III,Nueva Ecija,Cabanatuan City,2021-05-15,23.5,33.7,67.5,0.0,22.1,237.7
III,Nueva Ecija,Cabanatuan City,2021-05-16,23.0,31.8,72.2,15.8,,206.2
III,Nueva Ecija,Cabanatuan City,2021-05-17,22.9,32.5,70.4,1.9,,225.7
III,Nueva Ecija,Cabanatuan City,2021-05-18,23.8,34.6,67.7,0.0,22.7,231.0
III,Nueva Ecija,Cabanatuan City,2021-05-19,22.7,35.0,67.1,0.0,22.3,221.2
III,Nueva Ecija,Cabanatuan City,2021-05-20,22.7,33.8,72.6,12.6,22.8,220.7
III,Nueva Ecija,Cabanatuan City,2021-05-21,22.5,,69.6,0.0,22.2,240.4
III,Nueva Ecija,Cabanatuan City,2021-05-22,22.2,,67.2,0.0,22.5,225.3
III,Nueva Ecija,Cabanatuan City,2021-05-23,22.2,,65.5,0.0,21.8,219.1
III,Nueva Ecija,Cabanatuan City,2021-05-24,22.3,,68.2,0.0,22.9,231.5
III,Nueva Ecija,Cabanatuan City,2021-05-25,21.4,36.3,75.2,0.0,23.9,233.9
III,Nueva Ecija,Cabanatuan City,2021-05-26,22.7,36.2,78.6,4.1,25.2,227.5
III,Nueva Ecija,Cabanatuan City,2021-05-27,21.9,36.8,76.8,0.0,24.7,238.2
III,Nueva Ecija,Cabanatuan City,2021-05-28,22.7,34.1,71.7,0.0,22.7,235.3
III,Nueva Ecija,Cabanatuan City,2021-05-29,23.7,33.9,73.0,0.0,23.4,232.1
III,Nueva Ecija,Cabanatuan City,2021-05-30,23.8,32.9,70.8,0.0,22.5,230.3
III,Nueva Ecija,Cabanatuan City,2021-05-31,,33.3,71.2,0.0,23.1,226.6
III,Nueva Ecija,Cabanatuan City,2021-06-01,,31.8,68.9,0.0,21.9,228.6
III,Nueva Ecija,Cabanatuan City,2021-06-02,24.1,32.1,74.1,0.0,22.9,212.2
III,Nueva Ecija,Cabanatuan City,2021-06-03,24.2,32.9,73.6,0.0,23.3,225.5
III,Nueva Ecija,Cabanatuan City,2021-06-04,24.2,32.5,75.1,2.2,23.4,217.1
III,Nueva Ecija,Cabanatuan City,2021-06-05,23.3,33.4,71.0,0.0,22.6,229.5
III,Nueva Ecija,Cabanatuan City,2021-06-06,23.5,34.5,70.5,0.0,23.1,236.4
III,Nueva Ecija,Cabanatuan City,2021-06-07,21.9,34.9,76.7,3.9,23.7,220.9
III,Nueva Ecija,Cabanatuan City,2021-06-08,22.2,33.2,67.6,0.0,21.2,231.7
III,Nueva Ecija,Cabanatuan City,2021-06-09,21.8,34.0,69.7,0.0,21.8,225.8
III,Nueva Ecija,Cabanatuan City,2021-06-10,22.5,33.7,70.2,0.0,22.1,234.9
III,Nueva Ecija,Cabanatuan City,2021-06-11,23.1,33.4,70.3,0.0,22.3,231.3
III,Nueva Ecija,Cabanatuan City,2021-06-12,22.6,34.1,73.5,0.0,23.0,238.7
III,Nueva Ecija,Cabanatuan City,2021-06-13,21.8,33.8,69.8,0.0,21.8,211.8
III,Nueva Ecija,Cabanatuan City,2021-06-14,21.6,34.8,71.2,0.0,22.4,223.6
III,Nueva Ecija,Cabanatuan City,2021-06-15,22.5,34.7,72.0,0.0,23.0,218.7
III,Nueva Ecija,Cabanatuan City,2021-06-16,21.5,35.1,77.7,1.4,23.8,219.8
III,Nueva Ecija,Cabanatuan City,2021-06-17,22.2,35.0,75.0,0.0,23.6,229.3
III,Nueva Ecija,Cabanatuan City,2021-06-18,21.3,36.4,76.2,0.0,24.1,220.2
III,Nueva Ecija,Cabanatuan City,2021-06-19,22.3,36.1,73.2,0.0,23.8,224.8
III,Nueva Ecija,Cabanatuan City,2021-06-20,21.9,36.6,73.9,0.0,24.0,222.8
III,Nueva Ecija,Cabanatuan City,2021-06-21,22.0,37.4,74.2,0.0,24.5,222.2
III,Nueva Ecija,Cabanatuan City,2021-06-22,22.3,35.9,73.5,0.0,23.8,230.1
III,Nueva Ecija,Cabanatuan City,2021-06-23,22.3,33.7,76.5,8.2,23.3,231.7
III,Nueva Ecija,Cabanatuan City,2021-06-24,22.0,32.4,74.1,0.0,22.0,221.7
III,Nueva Ecija,Cabanatuan City,2021-06-25,21.6,32.5,75.6,21.8,22.2,207.9
III,Nueva Ecija,Cabanatuan City,2021-06-26,22.4,33.1,75.9,16.6,22.9,192.5
III,Nueva Ecija,Cabanatuan City,2021-06-27,22.9,32.5,79.7,14.8,23.6,209.8
III,Nueva Ecija,Cabanatuan City,2021-06-28,23.3,32.4,69.5,0.0,21.8,236.2
III,Nueva Ecija,Cabanatuan City,2021-06-29,22.7,32.2,70.7,8.6,21.6,232.9
III,Nueva Ecija,Cabanatuan City,2021-06-30,23.5,32.8,72.0,12.9,22.5,205.9
III,Nueva Ecija,Cabanatuan City,2021-07-01,22.8,32.2,73.4,5.9,22.2,227.2
III,Nueva Ecija,Cabanatuan City,2021-07-02,23.3,34.5,68.3,0.0,22.6,231.9
III,Nueva Ecija,Cabanatuan City,2021-07-03,23.6,34.8,65.9,0.0,22.4,239.3
III,Nueva Ecija,Cabanatuan City,2021-07-04,22.8,33.9,70.6,7.6,22.5,213.8
III,Nueva Ecija,Cabanatuan City,2021-07-05,22.7,35.2,69.8,0.0,22.9,227.2
III,Nueva Ecija,Cabanatuan City,2021-07-06,22.2,34.8,77.7,6.2,24.0,211.6
III,Nueva Ecija,Cabanatuan City,2021-07-07,22.1,34.0,76.5,9.1,23.4,220.1
III,Nueva Ecija,Cabanatuan City,2021-07-08,21.9,35.0,78.6,8.2,24.2,225.6
III,Nueva Ecija,Cabanatuan City,2021-07-09,22.2,34.9,77.3,0.0,24.0,219.3
III,Nueva Ecija,Cabanatuan City,2021-07-10,23.3,35.9,80.0,9.1,25.6,210.6
III,Nueva Ecija,Cabanatuan City,2021-07-11,24.2,35.5,80.7,4.4,26.0,224.6
III,Nueva Ecija,Cabanatuan City,2021-07-12,23.9,36.9,81.8,7.5,26.8,219.5
III,Nueva Ecija,Cabanatuan City,2021-07-13,24.2,36.0,77.7,0.0,25.6,219.1
III,Nueva Ecija,Cabanatuan City,2021-07-14,23.6,36.0,75.3,0.0,24.9,227.2
III,Nueva Ecija,Cabanatuan City,2021-07-15,23.6,35.4,78.8,7.2,25.3,201.8
III,Nueva Ecija,Cabanatuan City,2021-07-16,24.0,35.4,73.2,0.1,24.3,225.3
III,Nueva Ecija,Cabanatuan City,2021-07-17,24.4,35.1,77.3,2.4,25.2,224.1
III,Nueva Ecija,Cabanatuan City,2021-07-18,23.1,36.0,73.6,0.0,24.3,212.7
III,Nueva Ecija,Cabanatuan City,2021-07-19,22.0,34.8,77.7,10.4,23.9,209.5
III,Nueva Ecija,Cabanatuan City,2021-07-20,21.7,35.3,73.4,0.0,23.2,218.3
III,Nueva Ecija,Cabanatuan City,2021-07-21,21.3,35.4,78.2,31.1,24.0,184.6
III,Nueva Ecija,Cabanatuan City,2021-07-22,22.0,36.0,73.2,0.0,23.6,211.2
III,Nueva Ecija,Cabanatuan City,2021-07-23,22.3,34.6,76.4,17.3,23.7,199.4
III,Nueva Ecija,Cabanatuan City,2021-07-24,22.3,34.8,74.9,0.0,,227.3
III,Nueva Ecija,Cabanatuan City,2021-07-25,22.9,34.1,73.1,0.0,,215.9
III,Nueva Ecija,Cabanatuan City,2021-07-26,23.6,32.3,79.7,9.1,,211.8
III,Nueva Ecija,Cabanatuan City,2021-07-27,23.8,32.5,75.9,0.0,,212.3
III,Nueva Ecija,Cabanatuan City,2021-07-28,23.4,32.5,80.4,16.9,,193.4
III,Nueva Ecija,Cabanatuan City,2021-07-29,23.2,32.6,77.9,2.3,,203.2
III,Nueva Ecija,Cabanatuan City,2021-07-30,23.7,31.9,76.1,0.0,,216.4
III,Nueva Ecija,Cabanatuan City,2021-07-31,22.8,32.1,77.2,26.0,,194.5
III,Nueva Ecija,Cabanatuan City,2021-08-01,21.7,32.6,79.5,11.7,23.0,208.3
III,Nueva Ecija,Cabanatuan City,2021-08-02,23.1,33.3,78.5,0.0,23.9,216.6
III,Nueva Ecija,Cabanatuan City,2021-08-03,22.0,32.5,78.0,0.0,22.8,224.6
III,Nueva Ecija,Cabanatuan City,2021-08-04,21.6,33.4,82.4,8.8,24.0,211.7
III,Nueva Ecija,Cabanatuan City,2021-08-05,21.9,32.2,,9.7,23.4,200.2
III,Nueva Ecija,Cabanatuan City,2021-08-06,23.1,32.6,,3.3,23.7,209.0
III,Nueva Ecija,Cabanatuan City,2021-08-07,23.3,32.7,,5.1,23.5,213.2
III,Nueva Ecija,Cabanatuan City,2021-08-08,22.8,34.2,,1.3,24.1,217.2
III,Nueva Ecija,Cabanatuan City,2021-08-09,22.4,33.2,,4.2,23.2,219.4
III,Nueva Ecija,Cabanatuan City,2021-08-10,22.7,33.6,77.0,15.2,23.5,196.3
III,Nueva Ecija,Cabanatuan City,2021-08-11,22.7,33.8,77.9,97.3,23.8,174.6
III,Nueva Ecija,Cabanatuan City,2021-08-12,23.6,35.8,75.6,0.0,24.8,203.7
III,Nueva Ecija,Cabanatuan City,2021-08-13,23.0,35.5,75.6,0.0,24.4,210.3
III,Nueva Ecija,Cabanatuan City,2021-08-14,22.5,36.3,78.4,0.0,25.1,216.8
III,Nueva Ecija,Cabanatuan City,2021-08-15,23.3,36.9,79.5,0.0,26.0,213.5
III,Nueva Ecija,Cabanatuan City,2021-08-16,22.8,36.3,77.8,0.0,25.1,212.0
III,Nueva Ecija,Cabanatuan City,2021-08-17,23.5,35.8,83.1,6.3,26.3,203.2
III,Nueva Ecija,Cabanatuan City,2021-08-18,23.6,36.1,84.8,7.0,26.8,215.9
III,Nueva Ecija,Cabanatuan City,2021-08-19,23.5,34.8,82.0,5.9,25.5,209.9
III,Nueva Ecija,Cabanatuan City,2021-08-20,24.0,35.3,82.2,4.7,26.1,209.0
III,Nueva Ecija,Cabanatuan City,2021-08-21,22.9,35.4,79.1,4.0,25.0,199.3
III,Nueva Ecija,Cabanatuan City,2021-08-22,22.8,35.4,77.9,0.0,24.7,210.8
III,Nueva Ecija,Cabanatuan City,2021-08-23,22.1,33.0,76.7,0.0,22.9,219.0
III,Nueva Ecija,Cabanatuan City,2021-08-24,23.4,34.6,79.4,0.0,24.9,213.2
III,Nueva Ecija,Cabanatuan City,2021-08-25,23.5,33.2,83.0,9.2,25.0,208.0
III,Nueva Ecija,Cabanatuan City,2021-08-26,24.0,34.1,78.6,0.0,24.8,211.4
III,Nueva Ecija,Cabanatuan City,2021-08-27,23.5,32.9,77.5,0.0,23.7,212.4
III,Nueva Ecija,Cabanatuan City,2021-08-28,23.0,31.2,83.4,40.3,23.8,182.6
III,Nueva Ecija,Cabanatuan City,2021-08-29,23.8,34.1,81.5,0.0,25.3,203.5
III,Nueva Ecija,Cabanatuan City,2021-08-30,23.6,33.7,84.9,6.4,25.6,205.9
III,Nueva Ecija,Cabanatuan City,2021-08-31,23.6,32.7,85.2,33.0,25.2,194.5
III,Nueva Ecija,Cabanatuan City,2021-09-01,23.8,35.8,76.9,0.0,25.2,220.1
III,Nueva Ecija,Cabanatuan City,2021-09-02,23.8,35.0,81.5,1.1,25.7,199.5
III,Nueva Ecija,Cabanatuan City,2021-09-03,24.5,35.3,82.3,2.9,26.4,213.1
III,Nueva Ecija,Cabanatuan City,2021-09-04,23.6,35.6,76.1,0.0,24.8,204.9
III,Nueva Ecija,Cabanatuan City,2021-09-05,24.4,35.4,80.1,5.8,,208.6
III,Nueva Ecija,Cabanatuan City,2021-09-06,25.1,34.0,77.2,17.5,,202.7
III,Nueva Ecija,Cabanatuan City,2021-09-07,24.4,34.6,72.6,0.0,,218.3
III,Nueva Ecija,Cabanatuan City,2021-09-08,25.1,34.7,74.6,0.0,,215.2
III,Nueva Ecija,Cabanatuan City,2021-09-09,24.8,33.2,81.1,19.2,,202.1
III,Nueva Ecija,Cabanatuan City,2021-09-10,23.3,31.5,80.6,34.3,23.5,192.8
III,Nueva Ecija,Cabanatuan City,2021-09-11,24.6,33.4,75.1,0.0,24.0,224.4
III,Nueva Ecija,Cabanatuan City,2021-09-12,24.8,33.5,77.7,1.8,24.7,210.3
III,Nueva Ecija,Cabanatuan City,2021-09-13,23.9,33.7,79.2,1.4,24.6,200.7
III,Nueva Ecija,Cabanatuan City,2021-09-14,23.4,34.5,76.6,9.8,24.3,211.5
III,Nueva Ecija,Cabanatuan City,2021-09-15,23.9,34.4,79.1,2.9,25.0,210.7
III,Nueva Ecija,Cabanatuan City,2021-09-16,23.1,36.1,81.2,17.6,25.8,194.4
III,Nueva Ecija,Cabanatuan City,2021-09-17,23.3,36.2,75.2,0.0,24.8,230.7
III,Nueva Ecija,Cabanatuan City,2021-09-18,23.6,,81.3,4.6,25.6,204.1
III,Nueva Ecija,Cabanatuan City,2021-09-19,23.3,,76.8,0.0,24.4,217.4
III,Nueva Ecija,Cabanatuan City,2021-09-20,23.2,,78.7,3.5,24.5,215.6
III,Nueva Ecija,Cabanatuan City,2021-09-21,22.6,,78.6,8.1,23.9,193.8
III,Nueva Ecija,Cabanatuan City,2021-09-22,23.1,34.1,75.2,0.0,23.6,221.0
III,Nueva Ecija,Cabanatuan City,2021-09-23,22.7,33.4,81.0,9.6,24.2,217.8
III,Nueva Ecija,Cabanatuan City,2021-09-24,24.9,33.9,78.6,0.0,25.1,229.3
III,Nueva Ecija,Cabanatuan City,2021-09-25,25.7,34.7,81.9,2.0,26.6,217.2
III,Nueva Ecija,Cabanatuan City,2021-09-26,24.9,34.8,81.1,2.4,26.1,213.9
III,Nueva Ecija,Cabanatuan City,2021-09-27,24.6,33.2,82.0,4.5,25.3,207.7
III,Nueva Ecija,Cabanatuan City,2021-09-28,24.0,32.6,76.3,10.7,23.6,208.8
III,Nueva Ecija,Cabanatuan City,2021-09-29,22.6,32.7,79.7,20.5,23.6,197.5
III,Nueva Ecija,Cabanatuan City,2021-09-30,23.7,34.4,76.8,0.0,24.4,214.0
III,Nueva Ecija,Cabanatuan City,2021-10-01,23.1,35.2,76.1,0.8,24.4,202.3
III,Nueva Ecija,Cabanatuan City,2021-10-02,23.6,34.5,80.7,13.2,25.2,207.4
III,Nueva Ecija,Cabanatuan City,2021-10-03,24.5,35.4,78.7,2.0,25.7,200.4
III,Nueva Ecija,Cabanatuan City,2021-10-04,24.1,35.4,72.8,0.0,24.3,205.6
III,Nueva Ecija,Cabanatuan City,2021-10-05,23.9,35.3,71.3,0.0,23.9,202.7
III,Nueva Ecija,Cabanatuan City,2021-10-06,23.4,34.2,75.2,5.9,23.8,214.0
III,Nueva Ecija,Cabanatuan City,2021-10-07,24.1,34.0,74.8,0.0,24.0,211.6
III,Nueva Ecija,Cabanatuan City,2021-10-08,24.6,33.5,78.6,7.1,24.8,194.4
III,Nueva Ecija,Cabanatuan City,2021-10-09,23.8,33.4,76.6,0.0,23.9,223.8
III,Nueva Ecija,Cabanatuan City,2021-10-10,23.7,33.8,83.1,10.6,25.4,215.7
III,Nueva Ecija,Cabanatuan City,2021-10-11,22.8,34.7,75.4,0.5,23.8,218.7
III,Nueva Ecija,Cabanatuan City,2021-10-12,22.4,35.0,77.4,25.5,24.2,184.0
III,Nueva Ecija,Cabanatuan City,2021-10-13,22.7,36.0,74.6,0.0,24.3,213.7
III,Nueva Ecija,Cabanatuan City,2021-10-14,23.5,36.5,72.2,0.0,24.4,223.0
III,Nueva Ecija,Cabanatuan City,2021-10-15,22.5,34.9,71.3,0.0,23.0,224.2
III,Nueva Ecija,Cabanatuan City,2021-10-16,,33.7,70.2,0.0,21.8,220.7
III,Nueva Ecija,Cabanatuan City,2021-10-17,,32.9,72.1,0.0,21.5,223.0
III,Nueva Ecija,Cabanatuan City,2021-10-18,,32.0,77.4,17.5,22.4,211.1
III,Nueva Ecija,Cabanatuan City,2021-10-19,,33.9,68.7,0.0,21.6,209.4
III,Nueva Ecija,Cabanatuan City,2021-10-20,,,75.2,15.2,22.2,214.0
III,Nueva Ecija,Cabanatuan City,2021-10-21,22.4,,74.4,0.0,23.1,226.0
III,Nueva Ecija,Cabanatuan City,2021-10-22,22.5,,72.7,0.0,23.5,209.9
III,Nueva Ecija,Cabanatuan City,2021-10-23,22.5,,75.7,0.8,24.0,193.3
III,Nueva Ecija,Cabanatuan City,2021-10-24,23.5,,79.3,6.2,23.6,216.5
III,Nueva Ecija,Cabanatuan City,2021-10-25,23.2,32.8,77.7,5.2,23.5,206.8
III,Nueva Ecija,Cabanatuan City,2021-10-26,23.5,33.2,75.1,4.0,23.4,220.0
III,Nueva Ecija,Cabanatuan City,2021-10-27,24.1,33.8,71.4,0.0,23.2,227.6
III,Nueva Ecija,Cabanatuan City,2021-10-28,23.1,33.1,73.5,0.9,22.8,230.5
III,Nueva Ecija,Cabanatuan City,2021-10-29,22.8,34.0,70.6,0.0,22.5,219.3
III,Nueva Ecija,Cabanatuan City,2021-10-30,23.4,34.1,71.8,0.0,23.1,213.7
III,Nueva Ecija,Cabanatuan City,2021-10-31,22.6,33.4,75.8,11.7,23.2,210.7
III,Nueva Ecija,Cabanatuan City,2021-11-01,23.5,34.2,80.1,13.6,24.9,199.9
III,Nueva Ecija,Cabanatuan City,2021-11-02,23.3,33.5,74.1,0.0,23.2,218.3
III,Nueva Ecija,Cabanatuan City,2021-11-03,22.8,33.3,76.9,0.0,23.4,213.2
III,Nueva Ecija,Cabanatuan City,2021-11-04,22.8,34.4,73.9,0.0,23.4,221.6
III,Nueva Ecija,Cabanatuan City,2021-11-05,22.6,33.2,73.5,0.0,22.6,228.5
III,Nueva Ecija,Cabanatuan City,2021-11-06,21.8,31.9,77.1,18.1,22.3,209.5
III,Nueva Ecija,Cabanatuan City,2021-11-07,23.1,32.8,74.7,4.0,22.9,223.3
III,Nueva Ecija,Cabanatuan City,2021-11-08,23.0,34.6,69.7,0.0,22.7,221.4
III,Nueva Ecija,Cabanatuan City,2021-11-09,22.6,35.4,71.1,0.5,23.2,216.3
III,Nueva Ecija,Cabanatuan City,2021-11-10,22.3,34.8,74.9,1.8,23.5,217.7
III,Nueva Ecija,Cabanatuan City,2021-11-11,22.6,33.9,72.1,0.0,22.7,223.3
III,Nueva Ecija,Cabanatuan City,2021-11-12,22.5,33.6,71.2,0.0,22.3,211.2
III,Nueva Ecija,Cabanatuan City,2021-11-13,21.8,32.9,77.8,6.7,22.9,200.7
III,Nueva Ecija,Cabanatuan City,2021-11-14,23.1,32.3,72.9,0.0,22.3,226.7
III,Nueva Ecija,Cabanatuan City,2021-11-15,22.7,32.7,73.1,0.0,22.3,227.8
III,Nueva Ecija,Cabanatuan City,2021-11-16,22.9,34.2,71.1,0.0,22.8,227.7
III,Nueva Ecija,Cabanatuan City,2021-11-17,22.6,33.4,74.4,9.3,22.9,225.0
III,Nueva Ecija,Cabanatuan City,2021-11-18,23.1,33.6,71.4,12.7,22.6,211.9
III,Nueva Ecija,Cabanatuan City,2021-11-19,22.8,36.1,71.4,0.0,23.7,217.7
III,Nueva Ecija,Cabanatuan City,2021-11-20,22.4,35.3,71.1,0.0,23.1,223.2
III,Nueva Ecija,Cabanatuan City,2021-11-21,22.4,35.8,78.5,9.9,24.8,209.8
III,Nueva Ecija,Cabanatuan City,2021-11-22,23.7,35.3,73.8,0.0,24.3,215.6
III,Nueva Ecija,Cabanatuan City,2021-11-23,22.8,34.6,72.0,0.0,23.1,225.9
III,Nueva Ecija,Cabanatuan City,2021-11-24,23.2,33.1,72.6,0.0,22.7,218.0
III,Nueva Ecija,Cabanatuan City,2021-11-25,24.2,31.5,69.1,0.0,21.7,227.4
III,Nueva Ecija,Cabanatuan City,2021-11-26,24.1,32.2,75.4,16.7,23.2,212.4
III,Nueva Ecija,Cabanatuan City,2021-11-27,24.7,32.6,72.0,0.0,23.0,238.3
III,Nueva Ecija,Cabanatuan City,2021-11-28,22.7,32.6,73.4,0.0,22.3,232.9
III,Nueva Ecija,Cabanatuan City,2021-11-29,21.8,31.9,69.8,0.0,20.8,219.4
III,Nueva Ecija,Cabanatuan City,2021-11-30,21.7,31.6,72.6,8.7,21.2,216.8
III,Nueva Ecija,Cabanatuan City,2021-12-01,22.2,33.1,68.9,0.0,21.4,221.6
III,Nueva Ecija,Cabanatuan City,2021-12-02,21.9,33.1,71.0,0.0,21.7,235.9
III,Nueva Ecija,Cabanatuan City,2021-12-03,21.7,33.7,73.8,0.0,22.5,229.9
III,Nueva Ecija,Cabanatuan City,2021-12-04,21.5,33.4,77.0,2.2,22.8,211.5
III,Nueva Ecija,Cabanatuan City,2021-12-05,22.4,32.5,79.2,1.8,23.3,230.0
III,Nueva Ecija,Cabanatuan City,2021-12-06,22.8,32.8,71.5,0.0,22.1,241.0
III,Nueva Ecija,Cabanatuan City,2021-12-07,22.1,31.8,73.7,0.0,21.7,231.1
III,Nueva Ecija,Cabanatuan City,2021-12-08,21.7,33.2,77.1,8.5,22.9,237.7
III,Nueva Ecija,Cabanatuan City,2021-12-09,21.4,33.8,72.7,0.0,,231.1
III,Nueva Ecija,Cabanatuan City,2021-12-10,22.1,32.9,72.8,0.0,,227.1
III,Nueva Ecija,Cabanatuan City,2021-12-11,21.0,33.3,72.5,0.0,,230.4
III,Nueva Ecija,Cabanatuan City,2021-12-12,21.6,33.8,72.2,0.0,,221.5
III,Nueva Ecija,Cabanatuan City,2021-12-13,21.6,34.6,73.0,0.0,22.7,220.6
III,Nueva Ecija,Cabanatuan City,2021-12-14,23.0,33.9,70.0,0.0,22.4,229.9
III,Nueva Ecija,Cabanatuan City,2021-12-15,22.2,32.7,69.7,0.0,21.4,223.8
III,Nueva Ecija,Cabanatuan City,2021-12-16,21.8,32.9,68.4,0.0,21.0,224.9
III,Nueva Ecija,Cabanatuan City,2021-12-17,22.3,34.5,68.7,0.6,22.1,230.3
III,Nueva Ecija,Cabanatuan City,2021-12-18,22.3,34.0,72.5,,22.6,226.2
III,Nueva Ecija,Cabanatuan City,2021-12-19,22.3,34.6,70.9,,22.6,235.0
III,Nueva Ecija,Cabanatuan City,2021-12-20,22.0,32.9,68.5,,21.2,227.9
III,Nueva Ecija,Cabanatuan City,2021-12-21,22.1,33.1,72.4,,22.1,222.8
III,Nueva Ecija,Cabanatuan City,2021-12-22,21.8,33.7,67.6,0.0,21.3,241.5
III,Nueva Ecija,Cabanatuan City,2021-12-23,21.6,34.0,70.8,0.0,22.0,239.5
III,Nueva Ecija,Cabanatuan City,2021-12-24,22.5,35.3,72.1,0.0,23.3,229.0
III,Nueva Ecija,Cabanatuan City,2021-12-25,22.9,32.3,72.9,0.0,22.2,226.1
III,Nueva Ecija,Cabanatuan City,2021-12-26,22.3,32.9,73.5,3.3,22.3,229.8
III,Nueva Ecija,Cabanatuan City,2021-12-27,23.1,35.0,67.1,0.0,22.5,228.2
III,Nueva Ecija,Cabanatuan City,2021-12-28,22.5,33.6,66.7,0.0,21.4,242.7
III,Nueva Ecija,Cabanatuan City,2021-12-29,21.5,34.0,66.5,0.0,21.0,226.2
III,Nueva Ecija,Cabanatuan City,2021-12-30,21.6,32.4,70.3,0.0,21.1,229.6
III,Nueva Ecija,Cabanatuan City,2021-12-31,22.4,34.2,71.5,0.0,22.6,235.5
III,Nueva Ecija,Cabanatuan City,2022-01-01,21.8,35.2,66.4,0.0,21.8,238.0
III,Nueva Ecija,Cabanatuan City,2022-01-02,20.3,33.7,72.0,10.3,21.4,230.6
III,Nueva Ecija,Cabanatuan City,2022-01-03,20.0,31.3,67.1,0.0,19.1,240.0
III,Nueva Ecija,Cabanatuan City,2022-01-04,21.2,31.6,64.9,0.0,19.4,213.5
III,Nueva Ecija,Cabanatuan City,2022-01-05,21.6,32.3,65.9,0.0,20.1,239.8
III,Nueva Ecija,Cabanatuan City,2022-01-06,21.1,33.2,65.3,0.0,20.2,232.3
III,Nueva Ecija,Cabanatuan City,2022-01-07,21.9,33.2,64.0,0.0,20.4,236.9
III,Nueva Ecija,Cabanatuan City,2022-01-08,22.8,33.7,63.7,0.0,21.0,251.3
III,Nueva Ecija,Cabanatuan City,2022-01-09,22.9,33.5,66.6,0.0,21.5,230.6
III,Nueva Ecija,Cabanatuan City,2022-01-10,23.4,33.9,68.9,0.0,22.4,232.0
III,Nueva Ecija,Cabanatuan City,2022-01-11,22.9,33.5,66.8,0.0,21.6,252.2
III,Nueva Ecija,Cabanatuan City,2022-01-12,22.7,32.5,66.7,0.0,20.9,221.0
III,Nueva Ecija,Cabanatuan City,2022-01-13,22.9,32.2,,0.0,20.5,224.6
III,Nueva Ecija,Cabanatuan City,2022-01-14,23.5,32.0,,0.0,20.6,
III,Nueva Ecija,Cabanatuan City,2022-01-15,23.5,32.1,,0.0,21.2,
III,Nueva Ecija,Cabanatuan City,2022-01-16,23.3,32.5,,0.0,21.1,
III,Nueva Ecija,Cabanatuan City,2022-01-17,23.0,33.5,64.7,0.0,21.2,
III,Nueva Ecija,Cabanatuan City,2022-01-18,23.8,33.8,64.9,0.0,21.8,
III,Nueva Ecija,Cabanatuan City,2022-01-19,22.5,35.8,64.0,0.0,22.0,240.2
III,Nueva Ecija,Cabanatuan City,2022-01-20,21.6,35.3,67.7,0.0,22.0,229.4
III,Nueva Ecija,Cabanatuan City,2022-01-21,20.7,34.6,71.2,0.0,21.9,238.8
III,Nueva Ecija,Cabanatuan City,2022-01-22,20.6,33.9,70.2,0.0,21.3,238.6
III,Nueva Ecija,Cabanatuan City,2022-01-23,22.1,34.6,69.2,0.0,22.2,241.4
III,Nueva Ecija,Cabanatuan City,2022-01-24,23.0,33.8,69.1,0.0,22.2,234.2
III,Nueva Ecija,Cabanatuan City,2022-01-25,23.6,34.7,73.2,0.0,23.8,233.7
III,Nueva Ecija,Cabanatuan City,2022-01-26,23.5,33.5,73.2,0.6,23.1,225.7
III,Nueva Ecija,Cabanatuan City,2022-01-27,23.3,34.7,71.5,0.0,,234.0
III,Nueva Ecija,Cabanatuan City,2022-01-28,23.7,34.4,69.7,0.0,,236.6
III,Nueva Ecija,Cabanatuan City,2022-01-29,23.4,34.3,67.8,0.0,,238.6
III,Nueva Ecija,Cabanatuan City,2022-01-30,23.5,33.1,68.2,0.0,21.9,257.3
III,Nueva Ecija,Cabanatuan City,2022-01-31,22.9,33.7,70.2,0.0,22.3,231.8
III,Nueva Ecija,Cabanatuan City,2022-02-01,21.5,33.7,67.8,0.0,21.2,231.8
III,Nueva Ecija,Cabanatuan City,2022-02-02,21.9,32.4,70.6,0.0,,236.8
III,Nueva Ecija,Cabanatuan City,2022-02-03,21.8,32.7,68.1,0.0,,245.0
III,Nueva Ecija,Cabanatuan City,2022-02-04,21.9,31.9,70.4,0.0,,230.9
III,Nueva Ecija,Cabanatuan City,2022-02-05,21.2,33.0,66.5,0.0,,228.7
III,Nueva Ecija,Cabanatuan City,2022-02-06,21.2,31.8,67.0,0.0,,220.4
III,Nueva Ecija,Cabanatuan City,2022-02-07,20.9,32.9,67.8,0.0,20.5,230.4
