Region,Province,Municipality,Date,Rice_Growth_Stage,BPH_Hoppers_per_Hill,RSB_Dead_Hearts_Pct,RSB_White_Ears_Pct
III,Nueva Ecija,Cabanatuan City,2022-05-23,Seedling,0.0,0.0,0.09
III,Nueva Ecija,Cabanatuan City,2022-05-24,Seedling,0.0,0.09,0.0
III,Nueva Ecija,Cabanatuan City,2022-05-25,Seedling,0.0,0.08,0.02
III,Nueva Ecija,Cabanatuan City,2022-05-26,Seedling,0.0,0.0,0.21
III,Nueva Ecija,Cabanatuan City,2022-05-27,Seedling,0.0,0.0,0.1
III,Nueva Ecija,Cabanatuan City,2022-05-28,Seedling,0.0,0.05,0.1
III,Nueva Ecija,Cabanatuan City,2022-05-29,Seedling,0.0,0.06,0.27
III,Nueva Ecija,Cabanatuan City,2022-05-30,Seedling,0.0,0.0,0.11
III,Nueva Ecija,Cabanatuan City,2022-05-31,Seedling,0.0,0.0,0.1
III,Nueva Ecija,Cabanatuan City,2022-06-01,Seedling,0.0,0.08,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-02,Seedling,0.0,0.0,0.02
III,Nueva Ecija,Cabanatuan City,2022-06-03,Seedling,0.0,0.18,0.08
III,Nueva Ecija,Cabanatuan City,2022-06-04,Seedling,0.0,0.04,0.07
III,Nueva Ecija,Cabanatuan City,2022-06-05,Seedling,0.0,0.17,0.06
III,Nueva Ecija,Cabanatuan City,2022-06-06,Seedling,0.0,0.14,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-07,Seedling,0.0,0.07,0.26
III,Nueva Ecija,Cabanatuan City,2022-06-08,Seedling,12.0,1.12,0.09
III,Nueva Ecija,Cabanatuan City,2022-06-09,Seedling,4.0,0.05,0.06
III,Nueva Ecija,Cabanatuan City,2022-06-10,Seedling,6.0,0.42,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-11,Seedling,3.0,0.14,0.05
III,Nueva Ecija,Cabanatuan City,2022-06-12,Seedling,5.0,0.0,0.03
III,Nueva Ecija,Cabanatuan City,2022-06-13,Seedling,8.0,1.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-14,Seedling,5.0,0.0,0.03
III,Nueva Ecija,Cabanatuan City,2022-06-15,Seedling,4.0,1.16,0.03
III,Nueva Ecija,Cabanatuan City,2022-06-16,Seedling,3.0,0.19,0.36
III,Nueva Ecija,Cabanatuan City,2022-06-17,Seedling,2.0,0.0,0.08
III,Nueva Ecija,Cabanatuan City,2022-06-18,Seedling,4.0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-19,Seedling,4.0,0.83,0.06
III,Nueva Ecija,Cabanatuan City,2022-06-20,Seedling,4.0,0.2,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-21,Seedling,4.0,0.87,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-22,Seedling,11.0,1.21,0.1
III,Nueva Ecija,Cabanatuan City,2022-06-23,Seedling,9.0,0.27,0.17
III,Nueva Ecija,Cabanatuan City,2022-06-24,Tillering,24.0,1.71,0.09
III,Nueva Ecija,Cabanatuan City,2022-06-25,Tillering,18.0,1.03,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-26,Tillering,18.0,0.98,0.18
III,Nueva Ecija,Cabanatuan City,2022-06-27,Tillering,23.0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-06-28,Tillering,21.0,0.0,
III,Nueva Ecija,Cabanatuan City,2022-06-29,Tillering,25.0,0.77,
III,Nueva Ecija,Cabanatuan City,2022-06-30,Tillering,27.0,0.01,
III,Nueva Ecija,Cabanatuan City,2022-07-01,Tillering,23.0,0.92,
III,Nueva Ecija,Cabanatuan City,2022-07-02,Tillering,20.0,1.33,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-03,Tillering,24.0,1.59,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-04,Tillering,22.0,0.0,0.07
III,Nueva Ecija,Cabanatuan City,2022-07-05,Tillering,25.0,0.55,0.06
III,Nueva Ecija,Cabanatuan City,2022-07-06,Tillering,25.0,1.21,0.12
III,Nueva Ecija,Cabanatuan City,2022-07-07,Tillering,34.0,1.66,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-08,Tillering,28.0,1.31,0.12
III,Nueva Ecija,Cabanatuan City,2022-07-09,Tillering,40.0,2.17,0.04
III,Nueva Ecija,Cabanatuan City,2022-07-10,Tillering,28.0,2.01,0.02
III,Nueva Ecija,Cabanatuan City,2022-07-11,Tillering,40.0,1.95,0.14
III,Nueva Ecija,Cabanatuan City,2022-07-12,Tillering,45.0,1.94,0.04
III,Nueva Ecija,Cabanatuan City,2022-07-13,Tillering,57.0,1.28,0.02
III,Nueva Ecija,Cabanatuan City,2022-07-14,Tillering,46.0,1.25,0.06
III,Nueva Ecija,Cabanatuan City,2022-07-15,Tillering,44.0,0.67,0.2
III,Nueva Ecija,Cabanatuan City,2022-07-16,Tillering,51.0,0.36,0.08
III,Nueva Ecija,Cabanatuan City,2022-07-17,Tillering,59.0,1.24,0.21
III,Nueva Ecija,Cabanatuan City,2022-07-18,Tillering,53.0,1.48,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-19,Elongation,50.0,0.67,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-20,Elongation,36.0,1.59,0.14
III,Nueva Ecija,Cabanatuan City,2022-07-21,Elongation,29.0,1.41,0.09
III,Nueva Ecija,Cabanatuan City,2022-07-22,Elongation,30.0,1.39,0.14
III,Nueva Ecija,Cabanatuan City,2022-07-23,Elongation,,1.55,0.13
III,Nueva Ecija,Cabanatuan City,2022-07-24,Elongation,,2.22,0.17
III,Nueva Ecija,Cabanatuan City,2022-07-25,Elongation,,2.06,0.08
III,Nueva Ecija,Cabanatuan City,2022-07-26,Elongation,,2.84,0.0
III,Nueva Ecija,Cabanatuan City,2022-07-27,Elongation,,1.75,0.15
III,Nueva Ecija,Cabanatuan City,2022-07-28,Elongation,34.0,3.11,0.12
III,Nueva Ecija,Cabanatuan City,2022-07-29,Elongation,18.0,3.54,0.04
III,Nueva Ecija,Cabanatuan City,2022-07-30,Elongation,21.0,5.1,0.09
III,Nueva Ecija,Cabanatuan City,2022-07-31,Elongation,27.0,5.51,0.15
III,Nueva Ecija,Cabanatuan City,2022-08-01,Elongation,28.0,6.87,0.18
III,Nueva Ecija,Cabanatuan City,2022-08-02,Elongation,24.0,5.54,0.09
III,Nueva Ecija,Cabanatuan City,2022-08-03,Elongation,30.0,4.77,0.08
III,Nueva Ecija,Cabanatuan City,2022-08-04,Elongation,31.0,6.18,0.08
III,Nueva Ecija,Cabanatuan City,2022-08-05,Elongation,27.0,4.31,0.2
III,Nueva Ecija,Cabanatuan City,2022-08-06,Elongation,17.0,3.49,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-07,Elongation,17.0,3.22,0.04
III,Nueva Ecija,Cabanatuan City,2022-08-08,Panicle,12.0,0.17,5.63
III,Nueva Ecija,Cabanatuan City,2022-08-09,Panicle,16.0,0.2,4.91
III,Nueva Ecija,Cabanatuan City,2022-08-10,Panicle,12.0,0.07,6.7
III,Nueva Ecija,Cabanatuan City,2022-08-11,Panicle,,0.18,6.98
III,Nueva Ecija,Cabanatuan City,2022-08-12,Panicle,,0.17,6.0
III,Nueva Ecija,Cabanatuan City,2022-08-13,Panicle,,0.18,6.13
III,Nueva Ecija,Cabanatuan City,2022-08-14,Panicle,,0.09,2.41
III,Nueva Ecija,Cabanatuan City,2022-08-15,Panicle,3.0,0.14,0.51
III,Nueva Ecija,Cabanatuan City,2022-08-16,Panicle,3.0,0.05,1.65
III,Nueva Ecija,Cabanatuan City,2022-08-17,Panicle,4.0,0.15,0.83
III,Nueva Ecija,Cabanatuan City,2022-08-18,Panicle,3.0,0.05,0.83
III,Nueva Ecija,Cabanatuan City,2022-08-19,Panicle,3.0,0.03,1.19
III,Nueva Ecija,Cabanatuan City,2022-08-20,Panicle,7.0,0.12,1.38
III,Nueva Ecija,Cabanatuan City,2022-08-21,Panicle,10.0,0.08,0.45
III,Nueva Ecija,Cabanatuan City,2022-08-22,Panicle,12.0,0.03,1.96
III,Nueva Ecija,Cabanatuan City,2022-08-23,Panicle,14.0,0.13,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-24,Flowering,5.0,0.0,1.37
III,Nueva Ecija,Cabanatuan City,2022-08-25,Flowering,6.0,,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-26,Flowering,8.0,,0.18
III,Nueva Ecija,Cabanatuan City,2022-08-27,Flowering,2.0,,0.44
III,Nueva Ecija,Cabanatuan City,2022-08-28,Flowering,2.0,,0.93
III,Nueva Ecija,Cabanatuan City,2022-08-29,Flowering,3.0,,0.34
III,Nueva Ecija,Cabanatuan City,2022-08-30,Flowering,3.0,0.19,0.0
III,Nueva Ecija,Cabanatuan City,2022-08-31,Flowering,1.0,0.07,1.26
III,Nueva Ecija,Cabanatuan City,2022-09-01,Flowering,3.0,0.17,0.61
III,Nueva Ecija,Cabanatuan City,2022-09-02,Flowering,2.0,0.0,0.82
III,Nueva Ecija,Cabanatuan City,2022-09-03,Flowering,2.0,0.16,1.6
III,Nueva Ecija,Cabanatuan City,2022-09-04,Flowering,1.0,0.08,2.4
III,Nueva Ecija,Cabanatuan City,2022-09-05,Flowering,0.0,0.03,1.06
III,Nueva Ecija,Cabanatuan City,2022-09-06,Flowering,3.0,0.09,3.27
III,Nueva Ecija,Cabanatuan City,2022-09-07,Flowering,1.0,0.08,2.08
III,Nueva Ecija,Cabanatuan City,2022-09-08,Ripening,0.0,0.0,3.69
III,Nueva Ecija,Cabanatuan City,2022-09-09,Ripening,1.0,0.09,4.82
III,Nueva Ecija,Cabanatuan City,2022-09-10,Ripening,4.0,0.02,3.32
III,Nueva Ecija,Cabanatuan City,2022-09-11,Ripening,4.0,0.08,3.33
III,Nueva Ecija,Cabanatuan City,2022-09-12,Ripening,5.0,0.05,3.71
III,Nueva Ecija,Cabanatuan City,2022-09-13,Ripening,2.0,0.05,4.71
III,Nueva Ecija,Cabanatuan City,2022-09-14,Ripening,6.0,0.06,4.78
III,Nueva Ecija,Cabanatuan City,2022-09-15,Ripening,3.0,0.12,3.46
III,Nueva Ecija,Cabanatuan City,2022-09-16,Ripening,3.0,0.08,2.96
III,Nueva Ecija,Cabanatuan City,2022-09-17,Ripening,3.0,0.14,3.43
III,Nueva Ecija,Cabanatuan City,2022-09-18,Ripening,3.0,0.06,1.99
III,Nueva Ecija,Cabanatuan City,2022-09-19,Ripening,0.0,0.04,2.66
III,Nueva Ecija,Cabanatuan City,2022-09-20,Ripening,1.0,0.13,2.87
III,Nueva Ecija,Cabanatuan City,2022-09-21,Ripening,5.0,0.11,1.46
III,Nueva Ecija,Cabanatuan City,2022-09-22,Ripening,1.0,0.06,0.0
III,Nueva Ecija,Cabanatuan City,2022-09-23,Ripening,1.0,0.06,0.46
III,Nueva Ecija,Cabanatuan City,2022-09-24,Ripening,0.0,0.05,1.32
III,Nueva Ecija,Cabanatuan City,2022-09-25,Ripening,0.0,0.09,1.54
III,Nueva Ecija,Cabanatuan City,2022-09-26,Ripening,,0.05,2.0
III,Nueva Ecija,Cabanatuan City,2022-09-27,Ripening,,0.04,1.57
III,Nueva Ecija,Cabanatuan City,2022-09-28,Ripening,,0.05,0.8
III,Nueva Ecija,Cabanatuan City,2022-09-29,Ripening,1.0,0.06,2.28
III,Nueva Ecija,Cabanatuan City,2022-09-30,Ripening,0.0,0.06,0.29
III,Nueva Ecija,Cabanatuan City,2022-10-01,Ripening,0.0,0.0,1.74
III,Nueva Ecija,Cabanatuan City,2022-10-02,Ripening,0.0,0.11,0.37
III,Nueva Ecija,Cabanatuan City,2022-10-03,Ripening,0.0,0.12,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-04,Ripening,0.0,0.16,0.08
III,Nueva Ecija,Cabanatuan City,2022-10-05,Ripening,0.0,0.08,0.04
III,Nueva Ecija,Cabanatuan City,2022-10-06,Ripening,0.0,0.16,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-07,Ripening,0.0,0.0,0.1
III,Nueva Ecija,Cabanatuan City,2022-10-08,Ripening,0.0,0.09,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-09,Ripening,0.0,0.06,0.1
III,Nueva Ecija,Cabanatuan City,2022-10-10,Ripening,0.0,0.12,0.01
III,Nueva Ecija,Cabanatuan City,2022-10-11,Ripening,0.0,0.11,0.23
III,Nueva Ecija,Cabanatuan City,2022-10-12,Ripening,0.0,0.08,0.01
III,Nueva Ecija,Cabanatuan City,2022-10-13,Ripening,0.0,0.17,0.01
III,Nueva Ecija,Cabanatuan City,2022-10-14,Ripening,0.0,0.0,0.05
III,Nueva Ecija,Cabanatuan City,2022-10-15,Ripening,0.0,0.04,0.06
III,Nueva Ecija,Cabanatuan City,2022-10-16,Ripening,0.0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-17,Ripening,0.0,0.15,0.07
III,Nueva Ecija,Cabanatuan City,2022-10-18,Ripening,0.0,0.09,0.19
III,Nueva Ecija,Cabanatuan City,2022-10-19,Ripening,0.0,0.09,0.06
III,Nueva Ecija,Cabanatuan City,2022-10-20,Ripening,0.0,0.05,0.03
III,Nueva Ecija,Cabanatuan City,2022-10-21,Ripening,0.0,0.15,0.27
III,Nueva Ecija,Cabanatuan City,2022-10-22,Ripening,1.0,0.08,0.11
III,Nueva Ecija,Cabanatuan City,2022-10-23,Ripening,0.0,0.0,0.15
III,Nueva Ecija,Cabanatuan City,2022-10-24,Ripening,0.0,0.08,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-25,Ripening,0.0,0.0,0.07
III,Nueva Ecija,Cabanatuan City,2022-10-26,Ripening,0.0,0.0,0.22
III,Nueva Ecija,Cabanatuan City,2022-10-27,Ripening,0.0,0.04,0.0
III,Nueva Ecija,Cabanatuan City,2022-10-28,Ripening,0.0,0.24,0.13
III,Nueva Ecija,Cabanatuan City,2022-10-29,Ripening,0.0,0.04,0.11
III,Nueva Ecija,Cabanatuan City,2022-10-30,Ripening,0.0,0.17,0.15
III,Nueva Ecija,Cabanatuan City,2022-10-31,Seedling,0.0,0.18,0.04
III,Nueva Ecija,Cabanatuan City,2022-11-01,Seedling,0.0,0.0,0.16
III,Nueva Ecija,Cabanatuan City,2022-11-02,Seedling,0.0,0.09,0.17
III,Nueva Ecija,Cabanatuan City,2022-11-03,Seedling,0.0,0.06,0.01
III,Nueva Ecija,Cabanatuan City,2022-11-04,Seedling,0.0,0.13,0.01
III,Nueva Ecija,Cabanatuan City,2022-11-05,Seedling,0.0,0.08,0.03
III,Nueva Ecija,Cabanatuan City,2022-11-06,Seedling,0.0,0.0,0.22
III,Nueva Ecija,Cabanatuan City,2022-11-07,Seedling,0.0,0.07,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-08,Seedling,0.0,0.04,0.06
III,Nueva Ecija,Cabanatuan City,2022-11-09,Seedling,0.0,0.14,0.17
III,Nueva Ecija,Cabanatuan City,2022-11-10,Seedling,0.0,0.04,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-11,Seedling,0.0,0.02,0.2
III,Nueva Ecija,Cabanatuan City,2022-11-12,Seedling,0.0,0.03,0.06
III,Nueva Ecija,Cabanatuan City,2022-11-13,Seedling,0.0,0.15,0.14
III,Nueva Ecija,Cabanatuan City,2022-11-14,Seedling,0.0,0.07,0.04
III,Nueva Ecija,Cabanatuan City,2022-11-15,Seedling,0.0,0.0,0.15
III,Nueva Ecija,Cabanatuan City,2022-11-16,Seedling,0.0,0.04,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-17,Seedling,0.0,0.14,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-18,Seedling,,0.2,0.07
III,Nueva Ecija,Cabanatuan City,2022-11-19,Seedling,,0.0,0.18
III,Nueva Ecija,Cabanatuan City,2022-11-20,Seedling,,0.0,0.3
III,Nueva Ecija,Cabanatuan City,2022-11-21,Seedling,0.0,0.02,0.25
III,Nueva Ecija,Cabanatuan City,2022-11-22,Seedling,0.0,0.02,0.16
III,Nueva Ecija,Cabanatuan City,2022-11-23,Seedling,0.0,0.12,0.08
III,Nueva Ecija,Cabanatuan City,2022-11-24,Seedling,0.0,0.17,0.21
III,Nueva Ecija,Cabanatuan City,2022-11-25,Seedling,0.0,0.11,0.04
III,Nueva Ecija,Cabanatuan City,2022-11-26,Seedling,0.0,0.04,0.02
III,Nueva Ecija,Cabanatuan City,2022-11-27,Seedling,0.0,0.06,0.14
III,Nueva Ecija,Cabanatuan City,2022-11-28,Seedling,0.0,0.29,0.0
III,Nueva Ecija,Cabanatuan City,2022-11-29,Seedling,2.0,0.27,0.13
III,Nueva Ecija,Cabanatuan City,2022-11-30,Seedling,1.0,0.78,0.2
III,Nueva Ecija,Cabanatuan City,2022-12-01,Seedling,2.0,0.72,0.02
III,Nueva Ecija,Cabanatuan City,2022-12-02,Seedling,1.0,0.0,0.04
III,Nueva Ecija,Cabanatuan City,2022-12-03,Seedling,0.0,0.45,0.06
III,Nueva Ecija,Cabanatuan City,2022-12-04,Seedling,0.0,0.0,0.16
III,Nueva Ecija,Cabanatuan City,2022-12-05,Seedling,1.0,0.07,0.16
III,Nueva Ecija,Cabanatuan City,2022-12-06,Seedling,0.0,0.44,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-07,Seedling,,0.13,0.06
III,Nueva Ecija,Cabanatuan City,2022-12-08,Seedling,,0.84,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-09,Seedling,,0.55,0.11
III,Nueva Ecija,Cabanatuan City,2022-12-10,Seedling,,0.77,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-11,Seedling,,0.58,0.18
III,Nueva Ecija,Cabanatuan City,2022-12-12,Seedling,0.0,0.1,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-13,Tillering,2.0,0.15,0.12
III,Nueva Ecija,Cabanatuan City,2022-12-14,Tillering,3.0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-15,Tillering,2.0,1.6,
III,Nueva Ecija,Cabanatuan City,2022-12-16,Tillering,2.0,0.8,
III,Nueva Ecija,Cabanatuan City,2022-12-17,Tillering,3.0,1.18,
III,Nueva Ecija,Cabanatuan City,2022-12-18,Tillering,1.0,0.04,0.04
III,Nueva Ecija,Cabanatuan City,2022-12-19,Tillering,1.0,0.37,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-20,Tillering,2.0,0.0,0.16
III,Nueva Ecija,Cabanatuan City,2022-12-21,Tillering,7.0,0.33,0.14
III,Nueva Ecija,Cabanatuan City,2022-12-22,Tillering,0.0,0.52,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-23,Tillering,4.0,0.07,0.05
III,Nueva Ecija,Cabanatuan City,2022-12-24,Tillering,1.0,0.54,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-25,Tillering,0.0,0.63,0.0
III,Nueva Ecija,Cabanatuan City,2022-12-26,Tillering,1.0,0.87,0.04
III,Nueva Ecija,Cabanatuan City,2022-12-27,Tillering,2.0,0.0,0.21
III,Nueva Ecija,Cabanatuan City,2022-12-28,Tillering,2.0,0.58,0.13
III,Nueva Ecija,Cabanatuan City,2022-12-29,Tillering,2.0,0.57,0.12
III,Nueva Ecija,Cabanatuan City,2022-12-30,Tillering,2.0,1.18,0.08
III,Nueva Ecija,Cabanatuan City,2022-12-31,Tillering,1.0,0.0,0.16
III,Nueva Ecija,Cabanatuan City,2023-01-01,Tillering,0.0,0.04,0.12
III,Nueva Ecija,Cabanatuan City,2023-01-02,Tillering,2.0,1.52,0.13
III,Nueva Ecija,Cabanatuan City,2023-01-03,Tillering,1.0,0.63,0.03
III,Nueva Ecija,Cabanatuan City,2023-01-04,Tillering,1.0,1.15,0.14
III,Nueva Ecija,Cabanatuan City,2023-01-05,Tillering,3.0,1.33,0.06
III,Nueva Ecija,Cabanatuan City,2023-01-06,Tillering,2.0,0.63,0.0
III,Nueva Ecija,Cabanatuan City,2023-01-07,Elongation,1.0,1.25,0.07
III,Nueva Ecija,Cabanatuan City,2023-01-08,Elongation,1.0,0.66,0.07
III,Nueva Ecija,Cabanatuan City,2023-01-09,Elongation,1.0,0.22,0.3
III,Nueva Ecija,Cabanatuan City,2023-01-10,Elongation,3.0,0.0,0.21
III,Nueva Ecija,Cabanatuan City,2023-01-11,Elongation,2.0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2023-01-12,Elongation,5.0,0.0,0.02
III,Nueva Ecija,Cabanatuan City,2023-01-13,Elongation,1.0,1.89,0.0
III,Nueva Ecija,Cabanatuan City,2023-01-14,Elongation,2.0,0.28,0.27
III,Nueva Ecija,Cabanatuan City,2023-01-15,Elongation,0.0,0.63,0.0
III,Nueva Ecija,Cabanatuan City,2023-01-16,Elongation,3.0,0.48,0.0
III,Nueva Ecija,Cabanatuan City,2023-01-17,Elongation,4.0,0.61,0.12
III,Nueva Ecija,Cabanatuan City,2023-01-18,Elongation,2.0,0.41,0.1
III,Nueva Ecija,Cabanatuan City,2023-01-19,Elongation,2.0,0.33,0.24
III,Nueva Ecija,Cabanatuan City,2023-01-20,Elongation,3.0,0.83,0.11
III,Nueva Ecija,Cabanatuan City,2023-01-21,Elongation,1.0,0.0,0.11
III,Nueva Ecija,Cabanatuan City,2023-01-22,Elongation,2.0,1.11,0.01
III,Nueva Ecija,Cabanatuan City,2023-01-23,Elongation,4.0,1.3,0.08
III,Nueva Ecija,Cabanatuan City,2023-01-24,Elongation,0.0,0.95,0.12
III,Nueva Ecija,Cabanatuan City,2023-01-25,Elongation,4.0,0.26,0.04
III,Nueva Ecija,Cabanatuan City,2023-01-26,Elongation,4.0,0.79,0.17
III,Nueva Ecija,Cabanatuan City,2023-01-27,Panicle,1.0,0.11,1.28
III,Nueva Ecija,Cabanatuan City,2023-01-28,Panicle,5.0,0.0,0.88
III,Nueva Ecija,Cabanatuan City,2023-01-29,Panicle,0.0,0.05,2.03
III,Nueva Ecija,Cabanatuan City,2023-01-30,Panicle,1.0,0.11,0.66
III,Nueva Ecija,Cabanatuan City,2023-01-31,Panicle,1.0,0.13,0.86
III,Nueva Ecija,Cabanatuan City,2023-02-01,Panicle,1.0,0.12,0.17
III,Nueva Ecija,Cabanatuan City,2023-02-02,Panicle,5.0,0.14,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-03,Panicle,10.0,0.29,1.1
III,Nueva Ecija,Cabanatuan City,2023-02-04,Panicle,7.0,0.22,1.14
III,Nueva Ecija,Cabanatuan City,2023-02-05,Panicle,2.0,0.15,1.7
III,Nueva Ecija,Cabanatuan City,2023-02-06,Panicle,2.0,0.0,0.29
III,Nueva Ecija,Cabanatuan City,2023-02-07,Panicle,4.0,0.01,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-08,Panicle,4.0,0.0,0.63
III,Nueva Ecija,Cabanatuan City,2023-02-09,Panicle,1.0,0.06,1.17
III,Nueva Ecija,Cabanatuan City,2023-02-10,Panicle,0.0,0.0,0.17
III,Nueva Ecija,Cabanatuan City,2023-02-11,Flowering,0.0,0.08,1.63
III,Nueva Ecija,Cabanatuan City,2023-02-12,Flowering,0.0,0.15,0.23
III,Nueva Ecija,Cabanatuan City,2023-02-13,Flowering,,0.1,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-14,Flowering,,0.0,0.98
III,Nueva Ecija,Cabanatuan City,2023-02-15,Flowering,,0.14,0.56
III,Nueva Ecija,Cabanatuan City,2023-02-16,Flowering,0.0,0.03,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-17,Flowering,3.0,0.14,0.09
III,Nueva Ecija,Cabanatuan City,2023-02-18,Flowering,0.0,0.11,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-19,Flowering,4.0,0.0,0.51
III,Nueva Ecija,Cabanatuan City,2023-02-20,Flowering,5.0,0.0,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-21,Flowering,0.0,0.07,0.45
III,Nueva Ecija,Cabanatuan City,2023-02-22,Flowering,0.0,0.18,2.04
III,Nueva Ecija,Cabanatuan City,2023-02-23,Flowering,1.0,0.22,0.0
III,Nueva Ecija,Cabanatuan City,2023-02-24,Flowering,0.0,0.0,0.59
III,Nueva Ecija,Cabanatuan City,2023-02-25,Ripening,1.0,0.1,1.47
III,Nueva Ecija,Cabanatuan City,2023-02-26,Ripening,1.0,0.17,2.24
III,Nueva Ecija,Cabanatuan City,2023-02-27,Ripening,0.0,0.13,1.74
III,Nueva Ecija,Cabanatuan City,2023-02-28,Ripening,0.0,0.11,4.88
III,Nueva Ecija,Cabanatuan City,2023-03-01,Ripening,0.0,0.05,3.72
III,Nueva Ecija,Cabanatuan City,2023-03-02,Ripening,1.0,0.0,5.96
III,Nueva Ecija,Cabanatuan City,2023-03-03,Ripening,0.0,0.0,6.47
III,Nueva Ecija,Cabanatuan City,2023-03-04,Ripening,2.0,0.1,5.41
III,Nueva Ecija,Cabanatuan City,2023-03-05,Ripening,0.0,0.15,4.96
III,Nueva Ecija,Cabanatuan City,2023-03-06,Ripening,0.0,0.0,4.17
III,Nueva Ecija,Cabanatuan City,2023-03-07,Ripening,0.0,0.0,4.44
III,Nueva Ecija,Cabanatuan City,2023-03-08,Ripening,0.0,0.25,3.07
III,Nueva Ecija,Cabanatuan City,2023-03-09,Ripening,2.0,0.12,3.88
III,Nueva Ecija,Cabanatuan City,2023-03-10,Ripening,1.0,0.07,3.68
III,Nueva Ecija,Cabanatuan City,2023-03-11,Ripening,0.0,0.0,2.81
III,Nueva Ecija,Cabanatuan City,2023-03-12,Ripening,0.0,0.0,2.98
III,Nueva Ecija,Cabanatuan City,2023-03-13,Ripening,0.0,0.02,2.17
III,Nueva Ecija,Cabanatuan City,2023-03-14,Ripening,0.0,0.18,2.0
III,Nueva Ecija,Cabanatuan City,2023-03-15,Ripening,0.0,0.14,1.36
III,Nueva Ecija,Cabanatuan City,2023-03-16,Ripening,0.0,0.07,1.2
III,Nueva Ecija,Cabanatuan City,2023-03-17,Ripening,0.0,0.17,0.0
III,Nueva Ecija,Cabanatuan City,2023-03-18,Ripening,1.0,0.18,0.0
III,Nueva Ecija,Cabanatuan City,2023-03-19,Ripening,1.0,0.08,1.48
III,Nueva Ecija,Cabanatuan City,2023-03-20,Ripening,1.0,0.07,1.97
III,Nueva Ecija,Cabanatuan City,2023-03-21,Ripening,0.0,0.04,0.22
III,Nueva Ecija,Cabanatuan City,2023-03-22,Ripening,1.0,0.08,0.18
III,Nueva Ecija,Cabanatuan City,2023-03-23,Ripening,0.0,0.0,0.06
III,Nueva Ecija,Cabanatuan City,2023-03-24,Ripening,0.0,0.16,0.09
III,Nueva Ecija,Cabanatuan City,2023-03-25,Ripening,0.0,0.01,
III,Nueva Ecija,Cabanatuan City,2023-03-26,Ripening,0.0,0.05,
III,Nueva Ecija,Cabanatuan City,2023-03-27,Ripening,1.0,0.14,
III,Nueva Ecija,Cabanatuan City,2023-03-28,Ripening,0.0,0.0,
III,Nueva Ecija,Cabanatuan City,2023-03-29,Ripening,1.0,0.21,0.15
III,Nueva Ecija,Cabanatuan City,2023-03-30,Ripening,1.0,0.12,0.0
III,Nueva Ecija,Cabanatuan City,2023-03-31,Ripening,0.0,0.01,0.14
III,Nueva Ecija,Cabanatuan City,2023-04-01,Ripening,0.0,0.21,0.09
III,Nueva Ecija,Cabanatuan City,2023-04-02,Ripening,0.0,0.09,0.09
III,Nueva Ecija,Cabanatuan City,2023-04-03,Ripening,1.0,0.16,0.0
III,Nueva Ecija,Cabanatuan City,2023-04-04,Ripening,0.0,0.07,0.0
III,Nueva Ecija,Cabanatuan City,2023-04-05,Ripening,0.0,0.1,0.12
III,Nueva Ecija,Cabanatuan City,2023-04-06,Ripening,0.0,0.04,0.05
